Country Name,Country Code,Population,Fertility Rate,Life Expectancy,Year
Bermuda,BMU,54600.0,5.090623316074938,58.16042251137112,1971
Bolivia,BOL,4600591.0,6.233,46.07,1971
Brazil,BRA,97728961.0,4.877,59.557,1971
Barbados,BRB,240035.0,2.949,65.922,1971
Brunei Darussalam,BRN,135726.0,5.619,67.3,1971
Bhutan,BTN,308053.0,6.674,40.194,1971
Botswana,BWA,718639.0,6.615,55.176,1971
Central African Republic,CAF,1864598.0,5.954,42.72,1971
Canada,CAN,21645535.0,2.141,73.0292682926829,1971
Central Europe and the Baltics,CEB,99638983.0,2.25906354252312,69.4851289765544,1971
Switzerland,CHE,6213399.0,2.04,73.1307317073171,1971
Channel Islands,CHI,122413.0,2.019,71.919,1971
Chile,CHL,9745189.0,3.844,62.95,1971
China,CHN,841105000.0,5.322,60.303,1971
Cote d'Ivoire,CIV,5479338.0,7.941,44.526,1971
Cameroon,CMR,6697745.0,6.246,46.627,1971
"Congo, Dem. Rep.",COD,20562865.0,6.244,44.247,1971
"Congo, Rep.",COG,1406643.0,6.319,53.691,1971
Colombia,COL,22611986.0,5.3,61.248,1971
Comoros,COM,234644.0,7.06,46.103,1971
Cabo Verde,CPV,272992.0,6.913,54.331,1971
Costa Rica,CRI,1898360.0,4.385,66.946,1971
Caribbean small states,CSS,4960647.0,4.72387137700508,65.9869820558343,1971
Cuba,CUB,8869961.0,3.857,70.31,1971
Curacao,CUW,147389.0,5.090623316074938,58.16042251137112,1971
Cayman Islands,CYM,9581.0,5.090623316074938,58.16042251137112,1971
Cyprus,CYP,620859.0,2.547,72.825,1971
Czech Republic,CZE,9826815.0,2.0,69.6770731707317,1971
Germany,DEU,78312842.0,1.92,70.7428780487805,1971
Djibouti,DJI,169372.0,6.823,49.827,1971
Dominica,DMA,71569.0,5.090623316074938,58.16042251137112,1971
Denmark,DNK,4963126.0,2.04,73.4146341463415,1971
Dominican Republic,DOM,4631114.0,5.983,59.033,1971
Algeria,DZA,14960109.0,7.624,50.77,1971
East Asia & Pacific (excluding high income),EAP,1146850521.0,5.40682570210628,59.3611065446416,1971
Early-demographic dividend,EAR,1278138381.0,5.85657212665605,51.5589820988614,1971
East Asia & Pacific,EAS,1322942752.0,5.00171236085056,60.8283542094542,1971
Europe & Central Asia (excluding high income),ECA,322234890.0,2.82203869031504,66.185072124569,1971
Europe & Central Asia,ECS,743607439.0,2.54260046610653,69.1296280236473,1971
Ecuador,ECU,6248835.0,6.011,58.216,1971
"Egypt, Arab Rep.",EGY,35863382.0,6.144,52.487,1971
Euro area,EMU,289032499.0,2.34445713564406,71.2662748128238,1971
Eritrea,ERI,1861199.0,6.636,43.547,1971
Spain,ESP,34224490.0,2.9,71.630243902439,1971
Estonia,EST,1376955.0,2.19,69.9053414634146,1971
Ethiopia,ETH,29245207.0,7.02,43.213,1971
European Union,EUU,444400996.0,2.32318150853071,71.1069815707548,1971
Fragile and conflict affected situations,FCS,160072960.0,6.72654967781628,46.9754191699056,1971
Finland,FIN,4612124.0,1.68,70.0175609756098,1971
Fiji,FJI,531601.0,4.397,60.207,1971
France,FRA,52480421.0,2.47,71.9073170731707,1971
Faroe Islands,FRO,39537.0,3.2,58.16042251137112,1971
"Micronesia, Fed. Sts.",FSM,62108.0,6.925,62.071,1971
Gabon,GAB,601731.0,5.143,47.535,1971
United Kingdom,GBR,55896223.0,2.41,72.2731707317073,1971
Georgia,GEO,4163000.0,2.665,67.766,1971
Ghana,GHA,8827273.0,6.936,49.623,1971
Gibraltar,GIB,28869.0,5.090623316074938,58.16042251137112,1971
Guinea,GIN,4263840.0,6.249,36.933,1971
"Gambia, The",GMB,460194.0,6.141,38.685,1971
Guinea-Bissau,GNB,726256.0,6.06,41.917,1971
Equatorial Guinea,GNQ,301666.0,5.808,40.019,1971
Greece,GRC,8831036.0,2.32,71.2265609756098,1971
Grenada,GRD,94185.0,4.561,64.158,1971
Greenland,GRL,47200.0,5.090623316074938,58.16042251137112,1971
Guatemala,GTM,5780480.0,6.62,53.091,1971
Guam,GUM,85726.0,4.248,66.074,1971
Guyana,GUY,713684.0,5.226,61.868,1971
High income,HIC,855639233.0,2.47069525029236,70.85804250858,1971
"Hong Kong SAR, China",HKG,4045300.0,3.459,71.4585365853659,1971
Honduras,HND,2798125.0,7.195,53.14,1971
Heavily indebted poor countries (HIPC),HPC,213978472.0,6.88120966063044,44.0996747825174,1971
Croatia,HRV,4435000.0,1.973,68.5016341463415,1971
Haiti,HTI,4793155.0,5.692,47.592,1971
Hungary,HUN,10367537.0,1.93,69.0524390243903,1971
IBRD only,IBD,2424660265.0,5.02964329681236,57.7419253756921,1971
IDA & IBRD total,IBT,2930528767.0,5.31427306027413,55.862996420843,1971
IDA total,IDA,505868502.0,6.71487725814548,46.8596752659362,1971
IDA blend,IDB,162826704.0,6.55177638307586,49.7633739406993,1971
Indonesia,IDN,117921998.0,5.413,55.1,1971
IDA only,IDX,343041798.0,6.79084124273659,45.4768819921761,1971
Isle of Man,IMN,56352.0,5.090623316074938,58.16042251137112,1971
India,IND,566224812.0,5.519,48.399,1971
Ireland,IRL,2992050.0,3.93,71.1285365853659,1971
"Iran, Islamic Rep.",IRN,29281268.0,6.359,51.662,1971
Iraq,IRQ,10255903.0,7.308,58.849,1971
Iceland,ISL,206098.0,2.92,73.5704878048781,1971
Israel,ISR,3069000.0,3.774,71.7190243902439,1971
Italy,ITA,54073490.0,2.4,71.8068292682927,1971
Jamaica,JAM,1904016.0,5.305,68.609,1971
Jordan,JOR,1806605.0,7.876,60.864,1971
Japan,JPN,105697000.0,2.16,72.8829268292683,1971
Kazakhstan,KAZ,12966920.0,3.59,62.5649512195122,1971
Kenya,KEN,11657514.0,8.051,52.803,1971
Kyrgyz Republic,KGZ,3022300.0,5.147,60.5544146341463,1971
Cambodia,KHM,7137749.0,6.332,39.699,1971
Kiribati,KIR,52025.0,5.273,54.858,1971
St. Kitts and Nevis,KNA,44495.0,5.090623316074938,58.16042251137112,1971
"Korea, Rep.",KOR,32882704.0,4.54,62.6121951219512,1971
Kuwait,KWT,801142.0,7.018,66.453,1971
Latin America & Caribbean (excluding high income),LAC,277502867.0,5.318032274477,60.5356263139172,1971
Lao PDR,LAO,2762265.0,5.979,46.578,1971
Lebanon,LBN,2353555.0,4.836,66.323,1971
Liberia,LBR,1454198.0,6.736,39.867,1971
Libya,LBY,2228146.0,8.147,57.046,1971
St. Lucia,LCA,105390.0,5.953,63.604,1971
Latin America & Caribbean,LCN,294620137.0,5.20935415641479,60.82791825508,1971
Least developed countries: UN classification,LDC,316004632.0,6.78266931526907,44.4224067439498,1971
Low income,LIC,200923157.0,6.61953646591726,43.91355558588,1971
Liechtenstein,LIE,21726.0,5.090623316074938,58.16042251137112,1971
Sri Lanka,LKA,12747842.0,4.208,64.528,1971
Lower middle income,LMC,1231437682.0,5.71228388327422,51.3440798906114,1971
Low & middle income,LMY,2907753808.0,5.35166905899571,55.7360686019935,1971
Lesotho,LSO,1054453.0,5.807,49.309,1971
Late-demographic dividend,LTE,1371933906.0,4.70120600198515,61.5902626147125,1971
Lithuania,LTU,3179041.0,2.41,71.7353658536586,1971
Luxembourg,LUX,342421.0,1.95,70.0814390243902,1971
Latvia,LVA,2376389.0,2.0,70.1646341463415,1971
"Macao SAR, China",MAC,248739.0,1.979,69.869,1971
St. Martin (French part),MAF,5601.0,5.090623316074938,58.16042251137112,1971
Morocco,MAR,16347198.0,6.552,52.94,1971
Monaco,MCO,23720.0,5.090623316074938,58.16042251137112,1971
Moldova,MDA,3088000.0,2.56,65.134,1971
Madagascar,MDG,6757850.0,7.248,45.257,1971
Maldives,MDV,119378.0,7.201,45.009,1971
Middle East & North Africa,MEA,142950993.0,6.64546565968283,53.5369881910702,1971
Mexico,MEX,53718724.0,6.789,61.837,1971
Marshall Islands,MHL,21313.0,5.090623316074938,58.16042251137112,1971
Middle income,MIC,2706830651.0,5.2560207344148,56.6163625086396,1971
"Macedonia, FYR",MKD,1739521.0,3.044,66.736,1971
Mali,MLI,6044530.0,7.141,33.078,1971
Malta,MLT,302700.0,2.06,71.5846341463415,1971
Myanmar,MMR,27024985.0,5.884,51.433,1971
Middle East & North Africa (excluding high income),MNA,131309640.0,6.69671778745125,52.9440837276684,1971
Montenegro,MNE,515449.0,2.68,70.476,1971
Mongolia,MNG,1317050.0,7.546,55.819,1971
Northern Mariana Islands,MNP,13569.0,5.090623316074938,58.16042251137112,1971
Mozambique,MOZ,9375144.0,6.824,39.735,1971
Mauritania,MRT,1182954.0,6.773,49.59,1971
Mauritius,MUS,839230.0,3.741,63.2533414634146,1971
Malawi,MWI,4728703.0,7.345,41.011,1971
Malaysia,MYS,11062338.0,4.88,64.857,1971
North America,NAC,229361135.0,2.25381957047702,71.2887408707535,1971
Namibia,NAM,804157.0,6.517,52.83,1971
New Caledonia,NCL,120000.0,4.17571428571429,63.4780487804878,1971
Niger,NER,4637829.0,7.58,36.032,1971
Nigeria,NGA,57295210.0,6.522,41.391,1971
Nicaragua,NIC,2472656.0,6.855,54.328,1971
Netherlands,NLD,13194497.0,2.36,73.809512195122,1971
Norway,NOR,3903039.0,2.49,74.1792682926829,1971
Nepal,NPL,12243768.0,5.901,41.129,1971
Nauru,NRU,6619.0,5.090623316074938,58.16042251137112,1971
New Zealand,NZL,2853000.0,3.194,71.7731707317073,1971
OECD members,OED,903117690.0,2.74641286878963,69.7934380470414,1971
Oman,OMN,748973.0,7.35,51.087,1971
Other small states,OSS,11337824.0,4.90742781488267,55.5137173365253,1971
Pakistan,PAK,59687140.0,6.602,53.389,1971
Panama,PAN,1563115.0,5.06,66.015,1971
Peru,PER,13704335.0,6.239,54.245,1971
Philippines,PHL,36851055.0,6.152,61.063,1971
Palau,PLW,11654.0,5.090623316074938,58.16042251137112,1971
Papua New Guinea,PNG,2592628.0,6.137,49.175,1971
Poland,POL,32783500.0,2.25,69.6121951219512,1971
Pre-demographic dividend,PRE,247376381.0,6.87572915059555,43.7111906286599,1971
Puerto Rico,PRI,2762190.0,3.068,71.8590975609756,1971
"Korea, Dem. People’s Rep.",PRK,14809521.0,4.21,60.549,1971
Portugal,PRT,8643756.0,3.0,66.7707317073171,1971
Paraguay,PRY,2535359.0,5.591,65.656,1971
West Bank and Gaza,PSE,147906783.8846154,5.090623316074938,58.16042251137112,1971
Pacific island small states,PSS,1177892.0,5.4954210851975,58.4431740168446,1971
Post-demographic dividend,PST,848964693.0,2.37544041394923,71.1108384121646,1971
French Polynesia,PYF,114313.0,4.98,60.518,1971
Qatar,QAT,119424.0,6.855,68.91,1971
Romania,ROU,20461567.0,2.67,68.5041463414634,1971
Russian Federation,RUS,131155000.0,2.03,68.3765853658537,1971
Rwanda,RWA,3868337.0,8.252,44.412,1971
South Asia,SAS,729173562.0,5.74035749658814,48.6718013818554,1971
Saudi Arabia,SAU,6100994.0,7.289,53.765,1971
Sudan,SDN,10621472.0,6.899,52.583,1971
Senegal,SEN,4388458.0,7.296,39.814,1971
Singapore,SGP,2112900.0,3.02,68.6504634146342,1971
Solomon Islands,SLB,166212.0,7.04,54.78,1971
Sierra Leone,SLE,2745779.0,6.524,35.435,1971
El Salvador,SLV,3765166.0,6.087,55.31,1971
San Marino,SMR,19303.0,5.090623316074938,58.16042251137112,1971
Somalia,SOM,3470324.0,7.151,41.344,1971
Serbia,SRB,147906783.8846154,2.3,58.16042251137112,1971
Sub-Saharan Africa (excluding high income),SSA,300682328.0,6.76668572729993,44.9215711083438,1971
South Sudan,SSD,3734418.0,6.892,36.186,1971
Sub-Saharan Africa,SSF,300737023.0,6.76668572729993,44.9215711083438,1971
Small states,SST,17476363.0,4.89716841495682,58.649081847118,1971
Sao Tome and Principe,STP,75988.0,6.49,56.476,1971
Suriname,SUR,372623.0,5.504,63.568,1971
Slovak Republic,SVK,4557449.0,2.43,70.0994878048781,1971
Slovenia,SVN,1738335.0,2.22,68.8341463414634,1971
Sweden,SWE,8098334.0,1.96,74.6239024390244,1971
Swaziland,SWZ,458605.0,6.876,48.628,1971
Sint Maarten (Dutch part),SXM,147906783.8846154,5.090623316074938,58.16042251137112,1971
Seychelles,SYC,54695.0,5.090623316074938,58.16042251137112,1971
Syrian Arab Republic,SYR,6570857.0,7.566,59.6,1971
Turks and Caicos Islands,TCA,5756.0,5.090623316074938,58.16042251137112,1971
Chad,TCD,3726091.0,6.582,41.792,1971
East Asia & Pacific (IDA & IBRD countries),TEA,1132024738.0,5.42469009935807,59.345565485865,1971
Europe & Central Asia (IDA & IBRD countries),TEC,355018390.0,2.76864092383104,66.5090818386085,1971
Togo,TGO,2185662.0,7.136,47.175,1971
Thailand,THA,37964925.0,5.397,59.888,1971
Tajikistan,TJK,3020391.0,6.943,60.422,1971
Turkmenistan,TKM,2258964.0,6.323,58.765,1971
Latin America & the Caribbean (IDA & IBRD countries),TLA,282265414.0,5.27800519389145,60.4102112356346,1971
Timor-Leste,TLS,620945.0,5.751,39.574,1971
Middle East & North Africa (IDA & IBRD countries),TMN,131309640.0,6.69671778745125,52.9440837276684,1971
Tonga,TON,85518.0,5.761,65.189,1971
South Asia (IDA & IBRD),TSA,729173562.0,5.74035749658814,48.6718013818554,1971
Sub-Saharan Africa (IDA & IBRD countries),TSS,300737023.0,6.76668572729993,44.9215711083438,1971
Trinidad and Tobago,TTO,956366.0,3.484,65.228,1971
Tunisia,TUN,5172691.0,6.591,52.3,1971
Turkey,TUR,35720568.0,5.529,52.887,1971
Tuvalu,TUV,7381.0,5.090623316074938,58.16042251137112,1971
Tanzania,TZA,14045824.0,6.765,47.119,1971
Uganda,UGA,9720399.0,7.111,49.01,1971
Ukraine,UKR,47433805.0,2.12,70.1826341463415,1971
Upper middle income,UMC,1475392969.0,4.87827807253933,61.0338215799685,1971
Uruguay,URY,2818270.0,2.938,68.664,1971
United States,USA,207661000.0,2.266,71.1073170731707,1971
Uzbekistan,UZB,12477058.0,6.263,62.659,1971
St. Vincent and the Grenadines,VCT,91440.0,5.828,65.431,1971
"Venezuela, RB",VEN,11937805.0,5.219,65.041,1971
British Virgin Islands,VGB,9970.0,5.090623316074938,58.16042251137112,1971
Virgin Islands (U.S.),VIR,70937.0,4.976,69.3511463414634,1971
Vietnam,VNM,44485908.0,6.421,58.989,1971
Vanuatu,VUT,88022.0,6.202,52.943,1971
World,WLD,3763393041.0,4.66198627956904,59.1799367063007,1971
Samoa,WSM,145439.0,7.119,55.278,1971
Kosovo,XKX,1247000.0,5.090623316074938,58.16042251137112,1971
"Yemen, Rep.",YEM,6300554.0,7.852,42.017,1971
South Africa,ZAF,23482813.0,5.605,56.192,1971
Zambia,ZMB,4317748.0,7.383,49.51,1971
Zimbabwe,ZWE,5351195.0,7.419,55.25,1971
Aruba,ABW,59840.0,2.691,69.851,1972
Afghanistan,AFG,11721940.0,7.45,37.587,1972
Angola,AGO,7094834.0,7.606,37.878,1972
Albania,ALB,2243126.0,4.642,67.58,1972
Andorra,AND,26892.0,5.0292361342741705,58.55575370377211,1972
Arab World,ARB,129269375.0,6.78894129349767,53.5878270241579,1972
United Arab Emirates,ARE,332760.0,6.484,63.143,1972
Argentina,ARG,24782949.0,3.148,67.044,1972
Armenia,ARM,2650484.0,3.035,70.604,1972
American Samoa,ASM,28492.0,5.0292361342741705,58.55575370377211,1972
Antigua and Barbuda,ATG,69176.0,3.328,66.558,1972
Australia,AUS,13177000.0,2.744,71.4575609756098,1972
Austria,AUT,7544201.0,2.08,70.4634146341463,1972
Azerbaijan,AZE,5385267.0,4.681,63.457,1972
Burundi,BDI,3544047.0,7.312,44.232,1972
Belgium,BEL,9711115.0,2.09,71.4051219512195,1972
Benin,BEN,3043567.0,6.823,43.229,1972
Burkina Faso,BFA,5825173.0,6.697,40.003,1972
Bangladesh,BGD,67597470.0,6.928,47.031,1972
Bulgaria,BGR,8576200.0,2.03,70.899512195122,1972
Bahrain,BHR,229155.0,6.094,65.042,1972
"Bahamas, The",BHS,177839.0,3.469,66.49,1972
Bosnia and Herzegovina,BIH,3851151.0,2.759,67.32,1972
Belarus,BLR,9188968.0,2.28,70.0924146341464,1972
Belize,BLZ,127150.0,6.284,66.504,1972
Bermuda,BMU,54200.0,5.0292361342741705,58.55575370377211,1972
Bolivia,BOL,4698083.0,6.182,46.477,1972
Brazil,BRA,100143598.0,4.756,59.919,1972
Barbados,BRB,241441.0,2.794,66.257,1972
Brunei Darussalam,BRN,142073.0,5.5,67.665,1972
Bhutan,BTN,318045.0,6.679,40.735,1972
Botswana,BWA,742835.0,6.582,55.782,1972
Central African Republic,CAF,1900317.0,5.953,43.521,1972
Canada,CAN,21993631.0,1.98,72.9339024390244,1972
Central Europe and the Baltics,CEB,100363597.0,2.23373234893744,69.9253677297177,1972
Switzerland,CHE,6260956.0,1.91,73.6443902439025,1972
Channel Islands,CHI,123614.0,1.918,72.02,1972
Chile,CHL,9922558.0,3.672,63.609,1972
China,CHN,862030000.0,4.956,61.344,1972
Cote d'Ivoire,CIV,5737281.0,7.942,45.357,1972
Cameroon,CMR,6875228.0,6.287,47.163,1972
"Congo, Dem. Rep.",COD,21120140.0,6.275,44.545,1972
"Congo, Rep.",COG,1450518.0,6.347,53.987,1972
Colombia,COL,23146803.0,5.067,61.598,1972
Comoros,COM,239235.0,7.058,46.557,1972
Cabo Verde,CPV,273651.0,6.887,55.096,1972
Costa Rica,CRI,1947048.0,4.188,67.46,1972
Caribbean small states,CSS,5021359.0,4.57965944940757,66.2460019087521,1972
Cuba,CUB,9025300.0,3.646,70.791,1972
Curacao,CUW,147710.0,5.0292361342741705,58.55575370377211,1972
Cayman Islands,CYM,10136.0,5.0292361342741705,58.55575370377211,1972
Cyprus,CYP,628002.0,2.491,73.067,1972
Czech Republic,CZE,9867632.0,2.09,70.1765853658537,1972
Germany,DEU,78688452.0,1.71,70.867,1972
Djibouti,DJI,179224.0,6.83,50.442,1972
Dominica,DMA,71734.0,5.5,58.55575370377211,1972
Denmark,DNK,4991596.0,2.03,73.4390243902439,1972
Dominican Republic,DOM,4759934.0,5.781,59.569,1972
Algeria,DZA,15377093.0,7.597,51.198,1972
East Asia & Pacific (excluding high income),EAP,1175854628.0,5.11236900856473,60.2059083010161,1972
Early-demographic dividend,EAR,1310015997.0,5.79284540843971,52.084362318313,1972
East Asia & Pacific,EAS,1354794332.0,4.73795292841744,61.6220098919438,1972
Europe & Central Asia (excluding high income),ECA,325762116.0,2.81197235247784,66.2303603361227,1972
Europe & Central Asia,ECS,749815857.0,2.47955166130688,69.3337813198581,1972
Ecuador,ECU,6428711.0,5.873,58.678,1972
"Egypt, Arab Rep.",EGY,36673642.0,6.056,52.902,1972
Euro area,EMU,291040689.0,2.23575559523983,71.6058064755353,1972
Eritrea,ERI,1912302.0,6.624,43.935,1972
Spain,ESP,34604469.0,2.87,72.8180487804878,1972
Estonia,EST,1392518.0,2.13,69.8328292682927,1972
Ethiopia,ETH,30132580.0,7.06,43.465,1972
European Union,EUU,447253578.0,2.22160803822449,71.4151397467929,1972
Fragile and conflict affected situations,FCS,164297540.0,6.7111535072658,47.4867202339072,1972
Finland,FIN,4639657.0,1.58,70.7073170731707,1972
Fiji,FJI,542814.0,4.275,60.546,1972
France,FRA,52959228.0,2.38,72.1073170731707,1972
Faroe Islands,FRO,40009.0,3.3,58.55575370377211,1972
"Micronesia, Fed. Sts.",FSM,62298.0,6.894,62.519,1972
Gabon,GAB,613123.0,5.208,48.363,1972
United Kingdom,GBR,56086065.0,2.2,72.1243902439024,1972
Georgia,GEO,4205300.0,2.622,68.082,1972
Ghana,GHA,9083573.0,6.915,49.911,1972
Gibraltar,GIB,29104.0,5.0292361342741705,58.55575370377211,1972
Guinea,GIN,4298091.0,6.277,37.255,1972
"Gambia, The",GMB,474539.0,6.185,39.556,1972
Guinea-Bissau,GNB,741490.0,6.078,42.295,1972
Equatorial Guinea,GNQ,292585.0,5.805,40.288,1972
Greece,GRC,8888628.0,2.32,71.535,1972
Grenada,GRD,93934.0,4.537,64.462,1972
Greenland,GRL,48300.0,5.0292361342741705,58.55575370377211,1972
Guatemala,GTM,5941567.0,6.599,53.652,1972
Guam,GUM,87587.0,4.137,66.473,1972
Guyana,GUY,721948.0,5.057,61.938,1972
High income,HIC,864539669.0,2.32902140816445,71.1528708836186,1972
"Hong Kong SAR, China",HKG,4123600.0,3.315,71.4560975609756,1972
Honduras,HND,2882113.0,7.111,53.779,1972
Heavily indebted poor countries (HIPC),HPC,219724282.0,6.89181456411943,44.5128780484762,1972
Croatia,HRV,4457000.0,1.967,68.7787317073171,1972
Haiti,HTI,4876560.0,5.642,47.965,1972
Hungary,HUN,10398489.0,1.93,69.6646341463415,1972
IBRD only,IBD,2479752450.0,4.87350081725038,58.3874171929171,1972
IDA & IBRD total,IBT,2998418215.0,5.18485459125668,56.4490345962289,1972
IDA total,IDA,518665765.0,6.71353030960669,47.1837444848332,1972
IDA blend,IDB,167198554.0,6.56559886641336,50.2254159441255,1972
Indonesia,IDN,121059513.0,5.338,55.655,1972
IDA only,IDX,351467211.0,6.78261827786097,45.7319917657709,1972
Isle of Man,IMN,57154.0,5.0292361342741705,58.55575370377211,1972
India,IND,579411513.0,5.444,49.075,1972
Ireland,IRL,3036850.0,3.84,71.232243902439,1972
"Iran, Islamic Rep.",IRN,30074298.0,6.292,52.561,1972
Iraq,IRQ,10599845.0,7.234,59.47,1972
Iceland,ISL,209137.0,3.09,74.4558536585366,1972
Israel,ISR,3148000.0,3.77,71.0780487804878,1972
Italy,ITA,54381345.0,2.35,72.0753658536586,1972
Jamaica,JAM,1934828.0,5.108,68.907,1972
Jordan,JOR,1881214.0,7.818,61.545,1972
Japan,JPN,107188000.0,2.14,73.5065853658537,1972
Kazakhstan,KAZ,13176584.0,3.569,62.8249512195122,1972
Kenya,KEN,12083188.0,8.012,53.379,1972
Kyrgyz Republic,KGZ,3088200.0,5.105,60.8354146341464,1972
Cambodia,KHM,7300152.0,6.175,36.676,1972
Kiribati,KIR,52824.0,5.13,55.287,1972
St. Kitts and Nevis,KNA,44326.0,3.5,58.55575370377211,1972
"Korea, Rep.",KOR,33505406.0,4.12,63.009756097561,1972
Kuwait,KWT,854604.0,6.835,66.857,1972
Latin America & Caribbean (excluding high income),LAC,284605846.0,5.21106600251976,60.9547445038119,1972
Lao PDR,LAO,2840841.0,5.99,46.876,1972
Lebanon,LBN,2416735.0,4.73,66.565,1972
Liberia,LBR,1493711.0,6.777,40.522,1972
Libya,LBY,2327490.0,8.135,57.995,1972
St. Lucia,LCA,106455.0,5.813,64.21,1972
Latin America & Caribbean,LCN,301984430.0,5.10297506668011,61.2465544055346,1972
Least developed countries: UN classification,LDC,323506502.0,6.77642994958334,44.6462694196184,1972
Low income,LIC,206053605.0,6.61748842177321,44.3540423216522,1972
Liechtenstein,LIE,22151.0,5.0292361342741705,58.55575370377211,1972
Sri Lanka,LKA,13002275.0,4.083,64.934,1972
Lower middle income,LMC,1260539515.0,5.6569718226623,51.8020496105993,1972
Low & middle income,LMY,2975730007.0,5.21997662553145,56.3207648664578,1972
Lesotho,LSO,1076340.0,5.802,49.634,1972
Late-demographic dividend,LTE,1401978588.0,4.47409059838805,62.3139769621434,1972
Lithuania,LTU,3213622.0,2.34,71.0246341463415,1972
Luxembourg,LUX,346600.0,1.75,70.2053170731707,1972
Latvia,LVA,2395674.0,2.0,69.8787804878049,1972
"Macao SAR, China",MAC,248767.0,1.818,70.384,1972
St. Martin (French part),MAF,5756.0,5.0292361342741705,58.55575370377211,1972
Morocco,MAR,16695003.0,6.455,53.305,1972
Monaco,MCO,24051.0,5.0292361342741705,58.55575370377211,1972
Moldova,MDA,3131000.0,2.542,65.186,1972
Madagascar,MDG,6946620.0,7.221,45.735,1972
Maldives,MDV,123441.0,7.159,45.803,1972
Middle East & North Africa,MEA,146887303.0,6.58550557712059,54.1627163342096,1972
Mexico,MEX,55478151.0,6.7,62.334,1972
Marshall Islands,MHL,22341.0,5.0292361342741705,58.55575370377211,1972
Middle income,MIC,2769676402.0,5.11440043355431,57.2137746484893,1972
"Macedonia, FYR",MKD,1754956.0,2.932,67.128,1972
Mali,MLI,6147458.0,7.147,33.782,1972
Malta,MLT,302450.0,2.01,71.8362682926829,1972
Myanmar,MMR,27680144.0,5.79,51.818,1972
Middle East & North Africa (excluding high income),MNA,134719523.0,6.63134526629884,53.5708076100299,1972
Montenegro,MNE,521785.0,2.624,70.968,1972
Mongolia,MNG,1356670.0,7.497,56.192,1972
Northern Mariana Islands,MNP,14040.0,5.0292361342741705,58.55575370377211,1972
Mozambique,MOZ,9595762.0,6.801,40.21,1972
Mauritania,MRT,1217941.0,6.757,50.046,1972
Mauritius,MUS,852053.0,3.575,63.4399512195122,1972
Malawi,MWI,4859610.0,7.389,41.475,1972
Malaysia,MYS,11324251.0,4.757,65.256,1972
North America,NAC,231943831.0,2.00705747969158,71.3247139165634,1972
Namibia,NAM,829441.0,6.57,53.354,1972
New Caledonia,NCL,125500.0,4.05142857142857,63.9268292682927,1972
Niger,NER,4768078.0,7.596,36.204,1972
Nigeria,NGA,58662603.0,6.575,41.827,1972
Nicaragua,NIC,2549774.0,6.807,54.941,1972
Netherlands,NLD,13328593.0,2.15,73.7270731707317,1972
Norway,NOR,3933004.0,2.38,74.3446341463415,1972
Nepal,NPL,12499429.0,5.884,41.706,1972
Nauru,NRU,6743.0,5.0292361342741705,58.55575370377211,1972
New Zealand,NZL,2903900.0,3.0,71.8292682926829,1972
OECD members,OED,913621315.0,2.61380483954101,70.0890730677377,1972
Oman,OMN,776383.0,7.414,51.92,1972
Other small states,OSS,11575349.0,4.8799695073494,55.8510039190849,1972
Pakistan,PAK,61338261.0,6.605,53.901,1972
Panama,PAN,1607834.0,4.939,66.514,1972
Peru,PER,14072476.0,6.099,55.022,1972
Philippines,PHL,37925400.0,6.041,61.245,1972
Palau,PLW,11852.0,5.0292361342741705,58.55575370377211,1972
Papua New Guinea,PNG,2659851.0,6.108,49.837,1972
Poland,POL,33055650.0,2.24,70.6658536585366,1972
Pre-demographic dividend,PRE,253914730.0,6.89270360008879,44.1809377397601,1972
Puerto Rico,PRI,2817256.0,3.006,72.1694634146342,1972
"Korea, Dem. People’s Rep.",PRK,15207771.0,4.05,61.379,1972
Portugal,PRT,8630430.0,2.86,68.3243902439024,1972
Paraguay,PRY,2596739.0,5.458,65.821,1972
West Bank and Gaza,PSE,151059797.38076922,5.0292361342741705,58.55575370377211,1972
Pacific island small states,PSS,1203419.0,5.40755881231883,58.8394984489513,1972
Post-demographic dividend,PST,857032016.0,2.2339227445691,71.3477767464539,1972
French Polynesia,PYF,118279.0,4.889,60.836,1972
Qatar,QAT,130534.0,6.781,69.465,1972
Romania,ROU,20657957.0,2.55,68.470243902439,1972
Russian Federation,RUS,131909000.0,2.04,68.3085365853659,1972
Rwanda,RWA,3983700.0,8.278,44.485,1972
South Asia,SAS,746012374.0,5.6767730932392,49.2549245824011,1972
Saudi Arabia,SAU,6393894.0,7.299,54.876,1972
Sudan,SDN,10974622.0,6.91,52.901,1972
Senegal,SEN,4525114.0,7.299,40.562,1972
Singapore,SGP,2152400.0,3.04,69.0429024390244,1972
Solomon Islands,SLB,172598.0,7.145,55.319,1972
Sierra Leone,SLE,2803031.0,6.55,36.272,1972
El Salvador,SLV,3861931.0,6.0,55.576,1972
San Marino,SMR,19398.0,5.0292361342741705,58.55575370377211,1972
Somalia,SOM,3475022.0,7.118,41.728,1972
Serbia,SRB,151059797.38076922,5.0292361342741705,58.55575370377211,1972
Sub-Saharan Africa (excluding high income),SSA,308775520.0,6.78065389168681,45.3400587623411,1972
South Sudan,SSD,3824762.0,6.903,36.575,1972
Sub-Saharan Africa,SSF,308831549.0,6.78065389168681,45.3400587623411,1972
